"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0090520"	"sphingolipid mediated signaling pathway"	"BP"	7	2	0.312157410625686
"GO:0030322"	"stabilization of membrane potential"	"BP"	7	2	0.312157410625686
"GO:0046654"	"tetrahydrofolate biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0021794"	"thalamus development"	"BP"	7	2	0.312157410625686
"GO:0070493"	"thrombin-activated receptor signaling pathway"	"BP"	7	2	0.312157410625686
"GO:0061042"	"vascular wound healing"	"BP"	7	2	0.312157410625686
"GO:0034379"	"very-low-density lipoprotein particle assembly"	"BP"	7	2	0.312157410625686
"GO:0042368"	"vitamin D biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0050882"	"voluntary musculoskeletal movement"	"BP"	7	2	0.312157410625686
"GO:0003206"	"cardiac chamber morphogenesis"	"BP"	81	15	0.312724300554181
"GO:0035637"	"multicellular organismal signaling"	"BP"	87	16	0.314716002032741
"GO:0010518"	"positive regulation of phospholipase activity"	"BP"	29	6	0.316257839773538
"GO:0051443"	"positive regulation of ubiquitin-protein transferase activity"	"BP"	29	6	0.316257839773538
"GO:0051290"	"protein heterotetramerization"	"BP"	29	6	0.316257839773538
"GO:0002712"	"regulation of B cell mediated immunity"	"BP"	29	6	0.316257839773538
"GO:0002889"	"regulation of immunoglobulin mediated immune response"	"BP"	29	6	0.316257839773538
"GO:0003044"	"regulation of systemic arterial blood pressure mediated by a chemical signal"	"BP"	29	6	0.316257839773538
"GO:1902750"	"negative regulation of cell cycle G2/M phase transition"	"BP"	93	17	0.316389105616807
"GO:0010906"	"regulation of glucose metabolic process"	"BP"	93	17	0.316389105616807
"GO:0045937"	"positive regulation of phosphate metabolic process"	"BP"	724	121	0.317460747244526
"GO:0010562"	"positive regulation of phosphorus metabolic process"	"BP"	724	121	0.317460747244526
"GO:0031333"	"negative regulation of protein complex assembly"	"BP"	99	18	0.317794372809919
"GO:0042110"	"T cell activation"	"BP"	273	47	0.318152672492254
"GO:0030010"	"establishment of cell polarity"	"BP"	111	20	0.319955947978139
"GO:0090398"	"cellular senescence"	"BP"	58	11	0.321035304827644
"GO:0060348"	"bone development"	"BP"	141	25	0.322753703671816
"GO:0120035"	"regulation of plasma membrane bounded cell projection organization"	"BP"	462	78	0.323476705235847
"GO:0001832"	"blastocyst growth"	"BP"	18	4	0.323919805395282
"GO:0046386"	"deoxyribose phosphate catabolic process"	"BP"	18	4	0.323919805395282
"GO:0001958"	"endochondral ossification"	"BP"	18	4	0.323919805395282
"GO:0061384"	"heart trabecula morphogenesis"	"BP"	18	4	0.323919805395282
"GO:0060972"	"left/right pattern formation"	"BP"	18	4	0.323919805395282
"GO:0070306"	"lens fiber cell differentiation"	"BP"	18	4	0.323919805395282
"GO:1901020"	"negative regulation of calcium ion transmembrane transporter activity"	"BP"	18	4	0.323919805395282
"GO:1905208"	"negative regulation of cardiocyte differentiation"	"BP"	18	4	0.323919805395282
"GO:0120033"	"negative regulation of plasma membrane bounded cell projection assembly"	"BP"	18	4	0.323919805395282
"GO:0046112"	"nucleobase biosynthetic process"	"BP"	18	4	0.323919805395282
"GO:0060037"	"pharyngeal system development"	"BP"	18	4	0.323919805395282
"GO:0010460"	"positive regulation of heart rate"	"BP"	18	4	0.323919805395282
"GO:2000778"	"positive regulation of interleukin-6 secretion"	"BP"	18	4	0.323919805395282
"GO:0010863"	"positive regulation of phospholipase C activity"	"BP"	18	4	0.323919805395282
"GO:0009219"	"pyrimidine deoxyribonucleotide metabolic process"	"BP"	18	4	0.323919805395282
"GO:0044058"	"regulation of digestive system process"	"BP"	18	4	0.323919805395282
"GO:0036075"	"replacement ossification"	"BP"	18	4	0.323919805395282
"GO:0032094"	"response to food"	"BP"	18	4	0.323919805395282
"GO:0014850"	"response to muscle activity"	"BP"	18	4	0.323919805395282
"GO:0042454"	"ribonucleoside catabolic process"	"BP"	18	4	0.323919805395282
"GO:0002688"	"regulation of leukocyte chemotaxis"	"BP"	64	12	0.324213250188221
"GO:0044275"	"cellular carbohydrate catabolic process"	"BP"	35	7	0.32491887606543
"GO:0046456"	"icosanoid biosynthetic process"	"BP"	35	7	0.32491887606543
"GO:1902475"	"L-alpha-amino acid transmembrane transport"	"BP"	35	7	0.32491887606543
"GO:0007595"	"lactation"	"BP"	35	7	0.32491887606543
"GO:0030101"	"natural killer cell activation"	"BP"	35	7	0.32491887606543
"GO:0045843"	"negative regulation of striated muscle tissue development"	"BP"	35	7	0.32491887606543
"GO:0031638"	"zymogen activation"	"BP"	35	7	0.32491887606543
"GO:0032990"	"cell part morphogenesis"	"BP"	450	76	0.324966515004584
"GO:0045664"	"regulation of neuron differentiation"	"BP"	432	73	0.327220232697801
"GO:0010646"	"regulation of cell communication"	"BP"	2392	391	0.327904435840772
"GO:0001704"	"formation of primary germ layer"	"BP"	76	14	0.328881104335826
"GO:0052548"	"regulation of endopeptidase activity"	"BP"	262	45	0.329003410897249
"GO:0012501"	"programmed cell death"	"BP"	1477	243	0.329059276335373
"GO:0051640"	"organelle localization"	"BP"	573	96	0.330772147010242
"GO:0051187"	"cofactor catabolic process"	"BP"	41	8	0.33124119765599
"GO:0046888"	"negative regulation of hormone secretion"	"BP"	41	8	0.33124119765599
"GO:0061035"	"regulation of cartilage development"	"BP"	41	8	0.33124119765599
"GO:0072347"	"response to anesthetic"	"BP"	41	8	0.33124119765599
"GO:0016233"	"telomere capping"	"BP"	41	8	0.33124119765599
"GO:1904063"	"negative regulation of cation transmembrane transport"	"BP"	47	9	0.335987551191752
"GO:0072528"	"pyrimidine-containing compound biosynthetic process"	"BP"	47	9	0.335987551191752
"GO:0050663"	"cytokine secretion"	"BP"	124	22	0.336020915996497
"GO:0051224"	"negative regulation of protein transport"	"BP"	124	22	0.336020915996497
"GO:0006915"	"apoptotic process"	"BP"	1411	232	0.337545172439876
"GO:0031344"	"regulation of cell projection organization"	"BP"	470	79	0.337767295025028
"GO:0097242"	"amyloid-beta clearance"	"BP"	24	5	0.337796958594818
"GO:0008207"	"C21-steroid hormone metabolic process"	"BP"	24	5	0.337796958594818
"GO:0071392"	"cellular response to estradiol stimulus"	"BP"	24	5	0.337796958594818
"GO:0090077"	"foam cell differentiation"	"BP"	24	5	0.337796958594818
"GO:0010742"	"macrophage derived foam cell differentiation"	"BP"	24	5	0.337796958594818
"GO:0030225"	"macrophage differentiation"	"BP"	24	5	0.337796958594818
"GO:0050919"	"negative chemotaxis"	"BP"	24	5	0.337796958594818
"GO:0001937"	"negative regulation of endothelial cell proliferation"	"BP"	24	5	0.337796958594818
"GO:0045879"	"negative regulation of smoothened signaling pathway"	"BP"	24	5	0.337796958594818
"GO:0010765"	"positive regulation of sodium ion transport"	"BP"	24	5	0.337796958594818
"GO:0043457"	"regulation of cellular respiration"	"BP"	24	5	0.337796958594818
"GO:0008585"	"female gonad development"	"BP"	53	10	0.339618344506197
"GO:2001057"	"reactive nitrogen species metabolic process"	"BP"	53	10	0.339618344506197
"GO:1904035"	"regulation of epithelial cell apoptotic process"	"BP"	53	10	0.339618344506197
"GO:0048519"	"negative regulation of biological process"	"BP"	3792	616	0.340018283326669
"GO:0097193"	"intrinsic apoptotic signaling pathway"	"BP"	251	43	0.340394836087215
"GO:0030316"	"osteoclast differentiation"	"BP"	59	11	0.342429264222251
"GO:0043434"	"response to peptide hormone"	"BP"	306	52	0.34357965526232
"GO:0051272"	"positive regulation of cellular component movement"	"BP"	367	62	0.344244880176903
"GO:0070848"	"response to growth factor"	"BP"	477	80	0.344467323266662
"GO:0030282"	"bone mineralization"	"BP"	65	12	0.344619533015101
"GO:0050873"	"brown fat cell differentiation"	"BP"	30	6	0.346699122022709
"GO:0086002"	"cardiac muscle cell action potential involved in contraction"	"BP"	30	6	0.346699122022709
"GO:0008347"	"glial cell migration"	"BP"	30	6	0.346699122022709
"GO:2001259"	"positive regulation of cation channel activity"	"BP"	30	6	0.346699122022709
"GO:0046688"	"response to copper ion"	"BP"	30	6	0.346699122022709
"GO:0007165"	"signal transduction"	"BP"	3614	587	0.347008293808413
"GO:0097186"	"amelogenesis"	"BP"	13	3	0.347231393869736
"GO:0009309"	"amine biosynthetic process"	"BP"	13	3	0.347231393869736
"GO:0070977"	"bone maturation"	"BP"	13	3	0.347231393869736
"GO:0060602"	"branch elongation of an epithelium"	"BP"	13	3	0.347231393869736
"GO:0046058"	"cAMP metabolic process"	"BP"	13	3	0.347231393869736
"GO:0010457"	"centriole-centriole cohesion"	"BP"	13	3	0.347231393869736
"GO:0006958"	"complement activation, classical pathway"	"BP"	13	3	0.347231393869736
"GO:0022038"	"corpus callosum development"	"BP"	13	3	0.347231393869736
"GO:0002407"	"dendritic cell chemotaxis"	"BP"	13	3	0.347231393869736
"GO:0043649"	"dicarboxylic acid catabolic process"	"BP"	13	3	0.347231393869736
"GO:0001573"	"ganglioside metabolic process"	"BP"	13	3	0.347231393869736
"GO:0019585"	"glucuronate metabolic process"	"BP"	13	3	0.347231393869736
"GO:0051882"	"mitochondrial depolarization"	"BP"	13	3	0.347231393869736
"GO:0001773"	"myeloid dendritic cell activation"	"BP"	13	3	0.347231393869736
"GO:0046606"	"negative regulation of centrosome cycle"	"BP"	13	3	0.347231393869736
"GO:0021772"	"olfactory bulb development"	"BP"	13	3	0.347231393869736
"GO:0021988"	"olfactory lobe development"	"BP"	13	3	0.347231393869736
"GO:0006646"	"phosphatidylethanolamine biosynthetic process"	"BP"	13	3	0.347231393869736
"GO:0042104"	"positive regulation of activated T cell proliferation"	"BP"	13	3	0.347231393869736
"GO:0010875"	"positive regulation of cholesterol efflux"	"BP"	13	3	0.347231393869736
"GO:0032332"	"positive regulation of chondrocyte differentiation"	"BP"	13	3	0.347231393869736
"GO:0045723"	"positive regulation of fatty acid biosynthetic process"	"BP"	13	3	0.347231393869736
"GO:0051446"	"positive regulation of meiotic cell cycle"	"BP"	13	3	0.347231393869736
"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	"BP"	13	3	0.347231393869736
"GO:0045672"	"positive regulation of osteoclast differentiation"	"BP"	13	3	0.347231393869736
"GO:0048569"	"post-embryonic animal organ development"	"BP"	13	3	0.347231393869736
"GO:0006206"	"pyrimidine nucleobase metabolic process"	"BP"	13	3	0.347231393869736
"GO:0010453"	"regulation of cell fate commitment"	"BP"	13	3	0.347231393869736
"GO:0032530"	"regulation of microvillus organization"	"BP"	13	3	0.347231393869736
"GO:0042481"	"regulation of odontogenesis"	"BP"	13	3	0.347231393869736
"GO:1905606"	"regulation of presynapse assembly"	"BP"	13	3	0.347231393869736
"GO:0099174"	"regulation of presynapse organization"	"BP"	13	3	0.347231393869736
"GO:0060008"	"Sertoli cell differentiation"	"BP"	13	3	0.347231393869736
"GO:0048745"	"smooth muscle tissue development"	"BP"	13	3	0.347231393869736
"GO:0000097"	"sulfur amino acid biosynthetic process"	"BP"	13	3	0.347231393869736
"GO:0006063"	"uronic acid metabolic process"	"BP"	13	3	0.347231393869736
"GO:0045927"	"positive regulation of growth"	"BP"	173	30	0.348155930063703
"GO:0051291"	"protein heterooligomerization"	"BP"	83	15	0.348679946873292
"GO:0009063"	"cellular amino acid catabolic process"	"BP"	89	16	0.349453400223976
"GO:0032879"	"regulation of localization"	"BP"	1791	293	0.350038983224027
"GO:0030879"	"mammary gland development"	"BP"	101	18	0.350417609061773
"GO:0008360"	"regulation of cell shape"	"BP"	107	19	0.350669858597754
"GO:0033002"	"muscle cell proliferation"	"BP"	125	22	0.350761820723002
"GO:0003205"	"cardiac chamber development"	"BP"	113	20	0.350799911987551
"GO:0060711"	"labyrinthine layer development"	"BP"	36	7	0.352767973543131
"GO:0045576"	"mast cell activation"	"BP"	36	7	0.352767973543131
"GO:0015844"	"monoamine transport"	"BP"	36	7	0.352767973543131
"GO:0048635"	"negative regulation of muscle organ development"	"BP"	36	7	0.352767973543131
"GO:1901862"	"negative regulation of muscle tissue development"	"BP"	36	7	0.352767973543131
"GO:0060193"	"positive regulation of lipase activity"	"BP"	36	7	0.352767973543131
"GO:0051952"	"regulation of amine transport"	"BP"	36	7	0.352767973543131
"GO:0050994"	"regulation of lipid catabolic process"	"BP"	36	7	0.352767973543131
"GO:0002090"	"regulation of receptor internalization"	"BP"	36	7	0.352767973543131
"GO:0071417"	"cellular response to organonitrogen compound"	"BP"	411	69	0.354672769347216
"GO:0019932"	"second-messenger-mediated signaling"	"BP"	222	38	0.354739336995466
"GO:0008344"	"adult locomotory behavior"	"BP"	42	8	0.35705916268958
"GO:0001895"	"retina homeostasis"	"BP"	42	8	0.35705916268958
"GO:0010769"	"regulation of cell morphogenesis involved in differentiation"	"BP"	204	35	0.35706290185181
"GO:0031346"	"positive regulation of cell projection organization"	"BP"	265	45	0.359396040778261
"GO:0042325"	"regulation of phosphorylation"	"BP"	1107	182	0.360116981031001
"GO:0008306"	"associative learning"	"BP"	48	9	0.360158198353177
"GO:0006305"	"DNA alkylation"	"BP"	48	9	0.360158198353177
"GO:0006306"	"DNA methylation"	"BP"	48	9	0.360158198353177
"GO:1901880"	"negative regulation of protein depolymerization"	"BP"	48	9	0.360158198353177
"GO:0030510"	"regulation of BMP signaling pathway"	"BP"	48	9	0.360158198353177
"GO:0048678"	"response to axon injury"	"BP"	48	9	0.360158198353177
"GO:0033043"	"regulation of organelle organization"	"BP"	1027	169	0.361368128252816
"GO:0072676"	"lymphocyte migration"	"BP"	54	10	0.362417879408513
"GO:0061180"	"mammary gland epithelium development"	"BP"	54	10	0.362417879408513
"GO:1903035"	"negative regulation of response to wounding"	"BP"	54	10	0.362417879408513
"GO:0030512"	"negative regulation of transforming growth factor beta receptor signaling pathway"	"BP"	54	10	0.362417879408513
"GO:0015872"	"dopamine transport"	"BP"	19	4	0.363131521647149
"GO:0035115"	"embryonic forelimb morphogenesis"	"BP"	19	4	0.363131521647149
"GO:0001702"	"gastrulation with mouth forming second"	"BP"	19	4	0.363131521647149
"GO:0032402"	"melanosome transport"	"BP"	19	4	0.363131521647149
"GO:1903392"	"negative regulation of adherens junction organization"	"BP"	19	4	0.363131521647149
"GO:1903427"	"negative regulation of reactive oxygen species biosynthetic process"	"BP"	19	4	0.363131521647149
"GO:0032376"	"positive regulation of cholesterol transport"	"BP"	19	4	0.363131521647149
"GO:0032373"	"positive regulation of sterol transport"	"BP"	19	4	0.363131521647149
"GO:0001516"	"prostaglandin biosynthetic process"	"BP"	19	4	0.363131521647149
"GO:0046457"	"prostanoid biosynthetic process"	"BP"	19	4	0.363131521647149
"GO:0010743"	"regulation of macrophage derived foam cell differentiation"	"BP"	19	4	0.363131521647149
"GO:0019430"	"removal of superoxide radicals"	"BP"	19	4	0.363131521647149
"GO:0033280"	"response to vitamin D"	"BP"	19	4	0.363131521647149
"GO:0022409"	"positive regulation of cell-cell adhesion"	"BP"	150	26	0.363436029210506
"GO:2000147"	"positive regulation of cell motility"	"BP"	357	60	0.363614778304652
"GO:1901699"	"cellular response to nitrogen compound"	"BP"	455	76	0.363779238111335
"GO:0016525"	"negative regulation of angiogenesis"	"BP"	60	11	0.364064281940547
"GO:0048709"	"oligodendrocyte differentiation"	"BP"	60	11	0.364064281940547
"GO:0009259"	"ribonucleotide metabolic process"	"BP"	449	75	0.364816798945255
"GO:0044728"	"DNA methylation or demethylation"	"BP"	66	12	0.365249341452709
"GO:0014013"	"regulation of gliogenesis"	"BP"	66	12	0.365249341452709
"GO:0034614"	"cellular response to reactive oxygen species"	"BP"	126	22	0.365642679377313
"GO:1904950"	"negative regulation of establishment of protein localization"	"BP"	126	22	0.365642679377313
"GO:0032368"	"regulation of lipid transport"	"BP"	72	13	0.366079116378816
"GO:0016079"	"synaptic vesicle exocytosis"	"BP"	72	13	0.366079116378816
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"BP"	72	13	0.366079116378816
"GO:2000241"	"regulation of reproductive process"	"BP"	84	15	0.366958315082426
"GO:0071322"	"cellular response to carbohydrate stimulus"	"BP"	102	18	0.366987782862176
"GO:0048167"	"regulation of synaptic plasticity"	"BP"	102	18	0.366987782862176
"GO:0031175"	"neuron projection development"	"BP"	646	107	0.367887193968374
"GO:0051693"	"actin filament capping"	"BP"	25	5	0.371974155247579
"GO:0050798"	"activated T cell proliferation"	"BP"	25	5	0.371974155247579
"GO:0001754"	"eye photoreceptor cell differentiation"	"BP"	25	5	0.371974155247579
"GO:0048247"	"lymphocyte chemotaxis"	"BP"	25	5	0.371974155247579
"GO:0055026"	"negative regulation of cardiac muscle tissue development"	"BP"	25	5	0.371974155247579
"GO:0046621"	"negative regulation of organ growth"	"BP"	25	5	0.371974155247579
"GO:1902895"	"positive regulation of pri-miRNA transcription by RNA polymerase II"	"BP"	25	5	0.371974155247579
"GO:0050690"	"regulation of defense response to virus by virus"	"BP"	25	5	0.371974155247579
"GO:1905314"	"semi-lunar valve development"	"BP"	25	5	0.371974155247579
"GO:0043549"	"regulation of kinase activity"	"BP"	653	108	0.373533181284435
"GO:0071495"	"cellular response to endogenous stimulus"	"BP"	943	155	0.374602633222892
"GO:0016042"	"lipid catabolic process"	"BP"	236	40	0.375012680573966
"GO:0051014"	"actin filament severing"	"BP"	8	2	0.375213164162711
"GO:0099515"	"actin filament-based transport"	"BP"	8	2	0.375213164162711
"GO:0008595"	"anterior/posterior axis specification, embryo"	"BP"	8	2	0.375213164162711
"GO:0015801"	"aromatic amino acid transport"	"BP"	8	2	0.375213164162711
"GO:0060837"	"blood vessel endothelial cell differentiation"	"BP"	8	2	0.375213164162711
"GO:0061430"	"bone trabecula morphogenesis"	"BP"	8	2	0.375213164162711
"GO:0048755"	"branching morphogenesis of a nerve"	"BP"	8	2	0.375213164162711
"GO:0061577"	"calcium ion transmembrane transport via high voltage-gated calcium channel"	"BP"	8	2	0.375213164162711
"GO:0003214"	"cardiac left ventricle morphogenesis"	"BP"	8	2	0.375213164162711
"GO:0009713"	"catechol-containing compound biosynthetic process"	"BP"	8	2	0.375213164162711
