"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:2000040"	"regulation of planar cell polarity pathway involved in axis elongation"	"BP"	1	1	0.184735157159488
"GO:0002736"	"regulation of plasmacytoid dendritic cell cytokine production"	"BP"	1	1	0.184735157159488
"GO:1902211"	"regulation of prolactin signaling pathway"	"BP"	1	1	0.184735157159488
"GO:1903636"	"regulation of protein import into mitochondrial outer membrane"	"BP"	1	1	0.184735157159488
"GO:1905871"	"regulation of protein localization to cell leading edge"	"BP"	1	1	0.184735157159488
"GO:1904806"	"regulation of protein oxidation"	"BP"	1	1	0.184735157159488
"GO:1903216"	"regulation of protein processing involved in protein targeting to mitochondrion"	"BP"	1	1	0.184735157159488
"GO:0098906"	"regulation of Purkinje myocyte action potential"	"BP"	1	1	0.184735157159488
"GO:0010520"	"regulation of reciprocal meiotic recombination"	"BP"	1	1	0.184735157159488
"GO:0014717"	"regulation of satellite cell activation involved in skeletal muscle regeneration"	"BP"	1	1	0.184735157159488
"GO:1904266"	"regulation of Schwann cell chemotaxis"	"BP"	1	1	0.184735157159488
"GO:1904569"	"regulation of selenocysteine incorporation"	"BP"	1	1	0.184735157159488
"GO:1904573"	"regulation of selenocysteine insertion sequence binding"	"BP"	1	1	0.184735157159488
"GO:0051611"	"regulation of serotonin uptake"	"BP"	1	1	0.184735157159488
"GO:1904790"	"regulation of shelterin complex assembly"	"BP"	1	1	0.184735157159488
"GO:1905512"	"regulation of short-term synaptic potentiation"	"BP"	1	1	0.184735157159488
"GO:1903406"	"regulation of sodium:potassium-exchanging ATPase activity"	"BP"	1	1	0.184735157159488
"GO:1904675"	"regulation of somatic stem cell division"	"BP"	1	1	0.184735157159488
"GO:1904235"	"regulation of substrate-dependent cell migration, cell attachment to substrate"	"BP"	1	1	0.184735157159488
"GO:1903182"	"regulation of SUMO transferase activity"	"BP"	1	1	0.184735157159488
"GO:0051913"	"regulation of synaptic plasticity by chemical substance"	"BP"	1	1	0.184735157159488
"GO:0003025"	"regulation of systemic arterial blood pressure by baroreceptor feedback"	"BP"	1	1	0.184735157159488
"GO:0002625"	"regulation of T cell antigen processing and presentation"	"BP"	1	1	0.184735157159488
"GO:1905547"	"regulation of telomeric heterochromatin assembly"	"BP"	1	1	0.184735157159488
"GO:2000331"	"regulation of terminal button organization"	"BP"	1	1	0.184735157159488
"GO:1903123"	"regulation of thioredoxin peroxidase activity"	"BP"	1	1	0.184735157159488
"GO:1904298"	"regulation of transcytosis"	"BP"	1	1	0.184735157159488
"GO:1904073"	"regulation of trophectodermal cell proliferation"	"BP"	1	1	0.184735157159488
"GO:2000307"	"regulation of tumor necrosis factor (ligand) superfamily member 11 production"	"BP"	1	1	0.184735157159488
"GO:0034255"	"regulation of urea metabolic process"	"BP"	1	1	0.184735157159488
"GO:1901608"	"regulation of vesicle transport along microtubule"	"BP"	1	1	0.184735157159488
"GO:0010979"	"regulation of vitamin D 24-hydroxylase activity"	"BP"	1	1	0.184735157159488
"GO:2000053"	"regulation of Wnt signaling pathway involved in dorsal/ventral axis specification"	"BP"	1	1	0.184735157159488
"GO:0072055"	"renal cortex development"	"BP"	1	1	0.184735157159488
"GO:1904316"	"response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine"	"BP"	1	1	0.184735157159488
"GO:1905242"	"response to 3,3',5-triiodo-L-thyronine"	"BP"	1	1	0.184735157159488
"GO:1903717"	"response to ammonia"	"BP"	1	1	0.184735157159488
"GO:0036276"	"response to antidepressant"	"BP"	1	1	0.184735157159488
"GO:1904550"	"response to arachidonic acid"	"BP"	1	1	0.184735157159488
"GO:1905217"	"response to astaxanthin"	"BP"	1	1	0.184735157159488
"GO:0010037"	"response to carbon dioxide"	"BP"	1	1	0.184735157159488
"GO:1904391"	"response to ciliary neurotrophic factor"	"BP"	1	1	0.184735157159488
"GO:0051413"	"response to cortisone"	"BP"	1	1	0.184735157159488
"GO:0052565"	"response to defense-related host nitric oxide production"	"BP"	1	1	0.184735157159488
"GO:0052567"	"response to defense-related host reactive oxygen species production"	"BP"	1	1	0.184735157159488
"GO:0052551"	"response to defense-related nitric oxide production by other organism involved in symbiotic interaction"	"BP"	1	1	0.184735157159488
"GO:0052550"	"response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction"	"BP"	1	1	0.184735157159488
"GO:1904307"	"response to desipramine"	"BP"	1	1	0.184735157159488
"GO:0014878"	"response to electrical stimulus involved in regulation of muscle adaptation"	"BP"	1	1	0.184735157159488
"GO:1901557"	"response to fenofibrate"	"BP"	1	1	0.184735157159488
"GO:0072432"	"response to G1 DNA damage checkpoint signaling"	"BP"	1	1	0.184735157159488
"GO:0033595"	"response to genistein"	"BP"	1	1	0.184735157159488
"GO:1905429"	"response to glycine"	"BP"	1	1	0.184735157159488
"GO:1904373"	"response to kainic acid"	"BP"	1	1	0.184735157159488
"GO:0070543"	"response to linoleic acid"	"BP"	1	1	0.184735157159488
"GO:0072702"	"response to methyl methanesulfonate"	"BP"	1	1	0.184735157159488
"GO:0072414"	"response to mitotic cell cycle checkpoint signaling"	"BP"	1	1	0.184735157159488
"GO:0080033"	"response to nitrite"	"BP"	1	1	0.184735157159488
"GO:1905834"	"response to pyrimidine ribonucleotide"	"BP"	1	1	0.184735157159488
"GO:1901545"	"response to raffinose"	"BP"	1	1	0.184735157159488
"GO:1904638"	"response to resveratrol"	"BP"	1	1	0.184735157159488
"GO:0072714"	"response to selenite ion"	"BP"	1	1	0.184735157159488
"GO:0000304"	"response to singlet oxygen"	"BP"	1	1	0.184735157159488
"GO:0010477"	"response to sulfur dioxide"	"BP"	1	1	0.184735157159488
"GO:1904772"	"response to tetrachloromethane"	"BP"	1	1	0.184735157159488
"GO:1904400"	"response to Thyroid stimulating hormone"	"BP"	1	1	0.184735157159488
"GO:1905225"	"response to thyrotropin-releasing hormone"	"BP"	1	1	0.184735157159488
"GO:0061481"	"response to TNF agonist"	"BP"	1	1	0.184735157159488
"GO:0034014"	"response to triglyceride"	"BP"	1	1	0.184735157159488
"GO:0033274"	"response to vitamin B2"	"BP"	1	1	0.184735157159488
"GO:0034516"	"response to vitamin B6"	"BP"	1	1	0.184735157159488
"GO:0098924"	"retrograde trans-synaptic signaling by nitric oxide"	"BP"	1	1	0.184735157159488
"GO:0098925"	"retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission"	"BP"	1	1	0.184735157159488
"GO:0098923"	"retrograde trans-synaptic signaling by soluble gas"	"BP"	1	1	0.184735157159488
"GO:0021660"	"rhombomere 3 formation"	"BP"	1	1	0.184735157159488
"GO:0021666"	"rhombomere 5 formation"	"BP"	1	1	0.184735157159488
"GO:0021664"	"rhombomere 5 morphogenesis"	"BP"	1	1	0.184735157159488
"GO:0021572"	"rhombomere 6 development"	"BP"	1	1	0.184735157159488
"GO:0021594"	"rhombomere formation"	"BP"	1	1	0.184735157159488
"GO:0003226"	"right ventricular compact myocardium morphogenesis"	"BP"	1	1	0.184735157159488
"GO:1904389"	"rod bipolar cell differentiation"	"BP"	1	1	0.184735157159488
"GO:0019510"	"S-adenosylhomocysteine catabolic process"	"BP"	1	1	0.184735157159488
"GO:0033477"	"S-methylmethionine metabolic process"	"BP"	1	1	0.184735157159488
"GO:0060367"	"sagittal suture morphogenesis"	"BP"	1	1	0.184735157159488
"GO:0048769"	"sarcomerogenesis"	"BP"	1	1	0.184735157159488
"GO:1990751"	"Schwann cell chemotaxis"	"BP"	1	1	0.184735157159488
"GO:0071527"	"semaphorin-plexin signaling pathway involved in outflow tract morphogenesis"	"BP"	1	1	0.184735157159488
"GO:0050916"	"sensory perception of sweet taste"	"BP"	1	1	0.184735157159488
"GO:0050917"	"sensory perception of umami taste"	"BP"	1	1	0.184735157159488
"GO:0003285"	"septum secundum development"	"BP"	1	1	0.184735157159488
"GO:0003343"	"septum transversum development"	"BP"	1	1	0.184735157159488
"GO:0051610"	"serotonin uptake"	"BP"	1	1	0.184735157159488
"GO:0071573"	"shelterin complex assembly"	"BP"	1	1	0.184735157159488
"GO:0019290"	"siderophore biosynthetic process"	"BP"	1	1	0.184735157159488
"GO:0009237"	"siderophore metabolic process"	"BP"	1	1	0.184735157159488
"GO:0003172"	"sinoatrial valve development"	"BP"	1	1	0.184735157159488
"GO:0003185"	"sinoatrial valve morphogenesis"	"BP"	1	1	0.184735157159488
"GO:0060083"	"smooth muscle contraction involved in micturition"	"BP"	1	1	0.184735157159488
"GO:0018993"	"somatic sex determination"	"BP"	1	1	0.184735157159488
"GO:0038169"	"somatostatin receptor signaling pathway"	"BP"	1	1	0.184735157159488
"GO:0038170"	"somatostatin signaling pathway"	"BP"	1	1	0.184735157159488
"GO:0006061"	"sorbitol biosynthetic process"	"BP"	1	1	0.184735157159488
"GO:0032919"	"spermine acetylation"	"BP"	1	1	0.184735157159488
"GO:0021512"	"spinal cord anterior/posterior patterning"	"BP"	1	1	0.184735157159488
"GO:0021527"	"spinal cord association neuron differentiation"	"BP"	1	1	0.184735157159488
"GO:0097476"	"spinal cord motor neuron migration"	"BP"	1	1	0.184735157159488
"GO:0021965"	"spinal cord ventral commissure morphogenesis"	"BP"	1	1	0.184735157159488
"GO:1905355"	"spine apparatus assembly"	"BP"	1	1	0.184735157159488
"GO:0048792"	"spontaneous exocytosis of neurotransmitter"	"BP"	1	1	0.184735157159488
"GO:0048866"	"stem cell fate specification"	"BP"	1	1	0.184735157159488
"GO:1990046"	"stress-induced mitochondrial fusion"	"BP"	1	1	0.184735157159488
"GO:0044345"	"stromal-epithelial cell signaling involved in prostate gland development"	"BP"	1	1	0.184735157159488
"GO:0022012"	"subpallium cell proliferation in forebrain"	"BP"	1	1	0.184735157159488
"GO:0039503"	"suppression by virus of host innate immune response"	"BP"	1	1	0.184735157159488
"GO:0039514"	"suppression by virus of host JAK-STAT cascade"	"BP"	1	1	0.184735157159488
"GO:0039562"	"suppression by virus of host STAT activity"	"BP"	1	1	0.184735157159488
"GO:0039563"	"suppression by virus of host STAT1 activity"	"BP"	1	1	0.184735157159488
"GO:0039564"	"suppression by virus of host STAT2 activity"	"BP"	1	1	0.184735157159488
"GO:0039502"	"suppression by virus of host type I interferon-mediated signaling pathway"	"BP"	1	1	0.184735157159488
"GO:0052261"	"suppression of defense response of other organism involved in symbiotic interaction"	"BP"	1	1	0.184735157159488
"GO:0051833"	"suppression of defenses of other organism involved in symbiotic interaction"	"BP"	1	1	0.184735157159488
"GO:0044414"	"suppression of host defenses"	"BP"	1	1	0.184735157159488
"GO:0099538"	"synaptic signaling via neuropeptide"	"BP"	1	1	0.184735157159488
"GO:0008039"	"synaptic target recognition"	"BP"	1	1	0.184735157159488
"GO:0033371"	"T cell secretory granule organization"	"BP"	1	1	0.184735157159488
"GO:0006386"	"termination of RNA polymerase III transcription"	"BP"	1	1	0.184735157159488
"GO:0038193"	"thromboxane A2 signaling pathway"	"BP"	1	1	0.184735157159488
"GO:0006214"	"thymidine catabolic process"	"BP"	1	1	0.184735157159488
"GO:0034150"	"toll-like receptor 6 signaling pathway"	"BP"	1	1	0.184735157159488
"GO:0002930"	"trabecular meshwork development"	"BP"	1	1	0.184735157159488
"GO:0099553"	"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission"	"BP"	1	1	0.184735157159488
"GO:0099552"	"trans-synaptic signaling by lipid, modulating synaptic transmission"	"BP"	1	1	0.184735157159488
"GO:0099540"	"trans-synaptic signaling by neuropeptide"	"BP"	1	1	0.184735157159488
"GO:0099551"	"trans-synaptic signaling by neuropeptide, modulating synaptic transmission"	"BP"	1	1	0.184735157159488
"GO:0070634"	"transepithelial ammonium transport"	"BP"	1	1	0.184735157159488
"GO:1905313"	"transforming growth factor beta receptor signaling pathway involved in heart development"	"BP"	1	1	0.184735157159488
"GO:0014886"	"transition between slow and fast fiber"	"BP"	1	1	0.184735157159488
"GO:0002333"	"transitional one stage B cell differentiation"	"BP"	1	1	0.184735157159488
"GO:0002332"	"transitional stage B cell differentiation"	"BP"	1	1	0.184735157159488
"GO:0009386"	"translational attenuation"	"BP"	1	1	0.184735157159488
"GO:0005991"	"trehalose metabolic process"	"BP"	1	1	0.184735157159488
"GO:0070413"	"trehalose metabolism in response to stress"	"BP"	1	1	0.184735157159488
"GO:0036153"	"triglyceride acyl-chain remodeling"	"BP"	1	1	0.184735157159488
"GO:0016031"	"tRNA import into mitochondrion"	"BP"	1	1	0.184735157159488
"GO:0072535"	"tumor necrosis factor (ligand) superfamily member 11 production"	"BP"	1	1	0.184735157159488
"GO:1901006"	"ubiquinone-6 biosynthetic process"	"BP"	1	1	0.184735157159488
"GO:1901004"	"ubiquinone-6 metabolic process"	"BP"	1	1	0.184735157159488
"GO:0015790"	"UDP-xylose transmembrane transport"	"BP"	1	1	0.184735157159488
"GO:0019061"	"uncoating of virus"	"BP"	1	1	0.184735157159488
"GO:0043181"	"vacuolar sequestering"	"BP"	1	1	0.184735157159488
"GO:0021644"	"vagus nerve morphogenesis"	"BP"	1	1	0.184735157159488
"GO:0036323"	"vascular endothelial growth factor receptor-1 signaling pathway"	"BP"	1	1	0.184735157159488
"GO:1990029"	"vasomotion"	"BP"	1	1	0.184735157159488
"GO:1902378"	"VEGF-activated neuropilin signaling pathway involved in axon guidance"	"BP"	1	1	0.184735157159488
"GO:0060843"	"venous endothelial cell differentiation"	"BP"	1	1	0.184735157159488
"GO:0007371"	"ventral midline determination"	"BP"	1	1	0.184735157159488
"GO:0060005"	"vestibular reflex"	"BP"	1	1	0.184735157159488
"GO:0044332"	"Wnt signaling pathway involved in dorsal/ventral axis specification"	"BP"	1	1	0.184735157159488
"GO:1904887"	"Wnt signalosome assembly"	"BP"	1	1	0.184735157159488
"GO:0016122"	"xanthophyll metabolic process"	"BP"	1	1	0.184735157159488
"GO:0007612"	"learning"	"BP"	93	21	0.185023087418004
"GO:1903828"	"negative regulation of cellular protein localization"	"BP"	93	21	0.185023087418004
"GO:0003170"	"heart valve development"	"BP"	54	13	0.185194462492341
"GO:1903201"	"regulation of oxidative stress-induced cell death"	"BP"	54	13	0.185194462492341
"GO:0071333"	"cellular response to glucose stimulus"	"BP"	98	22	0.185814832178008
"GO:0032675"	"regulation of interleukin-6 production"	"BP"	103	23	0.186422779066019
"GO:0071774"	"response to fibroblast growth factor"	"BP"	108	24	0.186869970311401
"GO:0019953"	"sexual reproduction"	"BP"	477	96	0.18700319328434
"GO:0055088"	"lipid homeostasis"	"BP"	113	25	0.187175973671042
"GO:0001889"	"liver development"	"BP"	123	27	0.187428949276966
"GO:0042417"	"dopamine metabolic process"	"BP"	26	7	0.191042327300898
"GO:0015804"	"neutral amino acid transport"	"BP"	26	7	0.191042327300898
"GO:0009164"	"nucleoside catabolic process"	"BP"	26	7	0.191042327300898
"GO:2001171"	"positive regulation of ATP biosynthetic process"	"BP"	26	7	0.191042327300898
"GO:0050820"	"positive regulation of coagulation"	"BP"	26	7	0.191042327300898
"GO:0045687"	"positive regulation of glial cell differentiation"	"BP"	26	7	0.191042327300898
"GO:0002888"	"positive regulation of myeloid leukocyte mediated immunity"	"BP"	26	7	0.191042327300898
"GO:0043552"	"positive regulation of phosphatidylinositol 3-kinase activity"	"BP"	26	7	0.191042327300898
"GO:0106056"	"regulation of calcineurin-mediated signaling"	"BP"	26	7	0.191042327300898
"GO:0070884"	"regulation of calcineurin-NFAT signaling cascade"	"BP"	26	7	0.191042327300898
"GO:0010762"	"regulation of fibroblast migration"	"BP"	26	7	0.191042327300898
"GO:0030947"	"regulation of vascular endothelial growth factor receptor signaling pathway"	"BP"	26	7	0.191042327300898
"GO:0060416"	"response to growth hormone"	"BP"	26	7	0.191042327300898
"GO:0032201"	"telomere maintenance via semi-conservative replication"	"BP"	26	7	0.191042327300898
"GO:0019433"	"triglyceride catabolic process"	"BP"	26	7	0.191042327300898
"GO:0043933"	"protein-containing complex subunit organization"	"BP"	1851	356	0.191075651791164
"GO:0060993"	"kidney morphogenesis"	"BP"	64	15	0.191200658449727
"GO:0034766"	"negative regulation of ion transmembrane transport"	"BP"	64	15	0.191200658449727
"GO:0003281"	"ventricular septum development"	"BP"	64	15	0.191200658449727
"GO:0002066"	"columnar/cuboidal epithelial cell development"	"BP"	40	10	0.191238624257685
"GO:0060113"	"inner ear receptor cell differentiation"	"BP"	40	10	0.191238624257685
"GO:0050891"	"multicellular organismal water homeostasis"	"BP"	40	10	0.191238624257685
"GO:0001961"	"positive regulation of cytokine-mediated signaling pathway"	"BP"	40	10	0.191238624257685
"GO:0071825"	"protein-lipid complex subunit organization"	"BP"	40	10	0.191238624257685
"GO:0001756"	"somitogenesis"	"BP"	40	10	0.191238624257685
