"Treatment","Drug","X","VCFG_Compound_Plate_ID","Patient","WellID","Perc_FC","Bin","ZScore","Dose","Hit","Target","Pathway","VCFG_Plate_ID","compared.to","Mahalanobis","mp.value"
"S-Ruxolitinib (INCB018424)_5","S-Ruxolitinib (INCB018424)",2041,"D10","yP516_LT1","D09",90.401,"CV1",-0.804,"5","No","JAK/STAT/Pim","JAK/STAT","D10","DMSO_0uM",2.131,0.156
"Saracatinib (AZD0530)_0.5","Saracatinib (AZD0530)",187,"D01","yP516_LT1","G03",100,"CV1",-0.091,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",0.581,0.669
"Saracatinib (AZD0530)_5","Saracatinib (AZD0530)",79,"D01","yP516_LT1","D03",42.83,"LC",-6.124,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",9.087,0
"SB202190 (FHPI)_0.5","SB202190 (FHPI)",412,"D02","yP516_LT1","G06",100,"CV1",1.574,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D02","DMSO_0uM",0.698,0.846
"SB202190 (FHPI)_5","SB202190 (FHPI)",304,"D02","yP516_LT1","D06",97.074,"CV1",-0.183,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D02","DMSO_0uM",2.067,0.347
"SB203580_0.5","SB203580",376,"D02","yP516_LT1","F06",100,"CV1",0.768,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D02","DMSO_0uM",0.773,0.663
"SB203580_5","SB203580",268,"D02","yP516_LT1","C06",100,"HI",2.995,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D02","DMSO_0uM",1.303,0.65
"SB216763_0.5","SB216763",340,"D02","yP516_LT1","E06",100,"HI",2.984,"0.5","No","GSK-3","Wnt","D02","DMSO_0uM",1.092,0.66
"SB216763_5","SB216763",232,"D02","yP516_LT1","B06",100,"CV1",0.443,"5","No","GSK-3","Wnt","D02","DMSO_0uM",0.641,0.834
"SB239063_0.5","SB239063",2980,"D14","yP516_LT1","F10",82.311,"CV1",-1.392,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D14","DMSO_0uM",1.551,0.347
"SB239063_5","SB239063",2872,"D14","yP516_LT1","C10",100,"CV1",1.268,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D14","DMSO_0uM",1.97,0.319
"SB415286_0.5","SB415286",1687,"D08","yP516_LT1","F11",100,"CV1",0.073,"0.5","No","GSK-3","Wnt","D08","DMSO_0uM",1.249,0.855
"SB415286_5","SB415286",1579,"D08","yP516_LT1","C11",100,"CV1",1.139,"5","No","GSK-3","Wnt","D08","DMSO_0uM",2.653,0.146
"SB590885_0.5","SB590885",1447,"D07","yP516_LT1","F03",87.001,"CV1",-1.543,"0.5","No","MAPK/ERK","MAPK/ERK","D07","DMSO_0uM",2.088,0.153
"SB590885_5","SB590885",1339,"D07","yP516_LT1","C03",85.552,"CV1",-1.698,"5","No","MAPK/ERK","MAPK/ERK","D07","DMSO_0uM",1.736,0.483
"SC-514_0.5","SC-514",2281,"D11","yP516_LT1","E05",69.99,"CV2",-3.072,"0.5","No","IKK","NFkB","D11","DMSO_0uM",3.665,0
"SC-514_5","SC-514",2173,"D11","yP516_LT1","B05",71.53,"CV2",-2.91,"5","No","IKK","NFkB","D11","DMSO_0uM",4.893,0
"SC1_0.5","SC1",2983,"D14","yP516_LT1","F11",100,"CV1",0.979,"0.5","No","MAPK/ERK","MAPK/ERK","D14","DMSO_0uM",2.302,0.341
"SC1_5","SC1",2875,"D14","yP516_LT1","C11",33.748,"LC",-4.982,"5","Yes","MAPK/ERK","MAPK/ERK","D14","DMSO_0uM",15.707,0
"Schisandrin B (Sch B)_0.5","Schisandrin B (Sch B)",2278,"D11","yP516_LT1","E04",82.962,"CV1",-1.708,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D11","DMSO_0uM",1.733,0.506
"Schisandrin B (Sch B)_5","Schisandrin B (Sch B)",2170,"D11","yP516_LT1","B04",92.053,"CV1",-0.751,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D11","DMSO_0uM",0.298,1
"Selumetinib (AZD6244)_0.5","Selumetinib (AZD6244)",118,"D01","yP516_LT1","E04",86.216,"CV1",-1.921,"0.5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",2.017,0.156
"Selumetinib (AZD6244)_5","Selumetinib (AZD6244)",10,"D01","yP516_LT1","B04",51.616,"CV2",-5.273,"5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",11.398,0
"SGI-1776 free base_0.5","SGI-1776 free base",1249,"D06","yP516_LT1","F09",96.528,"CV1",-0.2,"0.5","No","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",1.351,0.663
"SGI-1776 free base_5","SGI-1776 free base",1141,"D06","yP516_LT1","C09",100,"CV1",0.208,"5","No","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",1.861,0.348
"Skepinone-L_0.5","Skepinone-L",2515,"D12","yP516_LT1","E11",83.831,"CV1",-2.208,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",1.459,0.509
"Skepinone-L_5","Skepinone-L",2407,"D12","yP516_LT1","B11",89.986,"CV1",-1.435,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",0.257,1
"SL-327_0.5","SL-327",406,"D02","yP516_LT1","G04",83.452,"CV1",-1.684,"0.5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",1.162,0.683
"SL-327_5","SL-327",298,"D02","yP516_LT1","D04",34.897,"LC",-7.035,"5","Yes","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",18.043,0
"SMI-4a_0.5","SMI-4a",3229,"D15","yP516_LT1","G09",100,"CV1",0.177,"0.5","No","JAK/STAT/Pim","JAK/STAT","D15","DMSO_0uM",1.203,0.345
"SMI-4a_5","SMI-4a",3121,"D15","yP516_LT1","D09",83.844,"CV1",-1.071,"5","No","JAK/STAT/Pim","JAK/STAT","D15","DMSO_0uM",1.248,0.505
"SNS-032 (BMS-387032)_0.5","SNS-032 (BMS-387032)",595,"D03","yP516_LT1","F07",100,"CV1",0.613,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D03","DMSO_0uM",4.776,0
"SNS-032 (BMS-387032)_5","SNS-032 (BMS-387032)",487,"D03","yP516_LT1","C07",0.436,"LC",-3.621,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D03","DMSO_0uM",48.212,0
"SNS-314 Mesylate_0.5","SNS-314 Mesylate",634,"D03","yP516_LT1","G08",85.978,"CV1",-0.412,"0.5","No","AUK","Cell cycle progression","D03","DMSO_0uM",4.099,0
"SNS-314 Mesylate_5","SNS-314 Mesylate",526,"D03","yP516_LT1","D08",61.845,"CV2",-1.318,"5","No","AUK","Cell cycle progression","D03","DMSO_0uM",3.449,0
"Sorafenib_0.5","Sorafenib",2725,"D13","yP516_LT1","E09",92.323,"CV1",-0.744,"0.5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",0.212,1
"Sorafenib_5","Sorafenib",2617,"D13","yP516_LT1","B09",81.253,"CV1",-1.554,"5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",1.605,0.525
"Sotrastaurin_0.5","Sotrastaurin",1933,"D09","yP516_LT1","G09",98.273,"CV1",-0.133,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D09","DMSO_0uM",1.023,0.652
"Sotrastaurin_5","Sotrastaurin",1825,"D09","yP516_LT1","D09",92.056,"CV1",-0.656,"5","No","PKA/PKC/TGF-Beta","TGFb Smad","D09","DMSO_0uM",1.615,0.507
"SP600125_0.5","SP600125",979,"D05","yP516_LT1","E03",94.353,"CV1",-0.487,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D05","DMSO_0uM",1.643,0.333
"SP600125_5","SP600125",871,"D05","yP516_LT1","B03",86.124,"CV1",-1.036,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D05","DMSO_0uM",0.928,0.84
"SU6656_0.5","SU6656",3019,"D14","yP516_LT1","G11",100,"CV1",-0.06,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",2.357,0.354
"SU6656_5","SU6656",2911,"D14","yP516_LT1","D11",100,"CV1",0.86,"5","No","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",1.943,0.366
"SU9516_0.5","SU9516",2971,"D14","yP516_LT1","F07",100,"CV1",0.429,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D14","DMSO_0uM",0.313,1
"SU9516_5","SU9516",2863,"D14","yP516_LT1","C07",100,"CV1",0.213,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D14","DMSO_0uM",0.992,0.674
"TAE226 (NVP-TAE226)_0.5","TAE226 (NVP-TAE226)",2062,"D10","yP516_LT1","E04",81.709,"CV1",-1.491,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D10","DMSO_0uM",2.33,0.164
"TAE226 (NVP-TAE226)_5","TAE226 (NVP-TAE226)",1954,"D10","yP516_LT1","B04",28.741,"LC",-5.675,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D10","DMSO_0uM",22.067,0
"TAK-632_0.5","TAK-632",2713,"D13","yP516_LT1","E05",100,"CV1",0.483,"0.5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",0.951,0.825
"TAK-632_5","TAK-632",2605,"D13","yP516_LT1","B05",28.524,"LC",-5.411,"5","Yes","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",17.15,0
"TAK-715_0.5","TAK-715",2275,"D11","yP516_LT1","E03",57.521,"CV2",-4.384,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",7.382,0
"TAK-715_5","TAK-715",2167,"D11","yP516_LT1","B03",88.019,"CV1",-1.176,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",1.219,0.471
"TAK-733_0.5","TAK-733",1498,"D07","yP516_LT1","G08",70.652,"CV2",-3.3,"0.5","No","MAPK/ERK","MAPK/ERK","D07","DMSO_0uM",4.77,0
"TAK-733_5","TAK-733",1390,"D07","yP516_LT1","D08",3.581,"LC",-10.509,"5","Yes","MAPK/ERK","MAPK/ERK","D07","DMSO_0uM",150,0
"TAK-901_0.5","TAK-901",1681,"D08","yP516_LT1","F09",100,"CV1",0.244,"0.5","No","AUK","Cell cycle progression","D08","DMSO_0uM",2.832,0.176
"TAK-901_5","TAK-901",1573,"D08","yP516_LT1","C09",9.241,"LC",-9.681,"5","Yes","AUK","Cell cycle progression","D08","DMSO_0uM",104.775,0
"TDZD-8_0.5","TDZD-8",2155,"D10","yP516_LT1","G11",100,"CV1",0.451,"0.5","No","GSK-3","Wnt","D10","DMSO_0uM",0.333,1
"TDZD-8_5","TDZD-8",2047,"D10","yP516_LT1","D11",91.674,"CV1",-0.703,"5","No","GSK-3","Wnt","D10","DMSO_0uM",0.782,1
"Temsirolimus (CCI-779_ NSC 683864)_0.5","Temsirolimus (CCI-779_ NSC 683864)",175,"D01","yP516_LT1","F11",86.782,"CV1",-1.866,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",1.318,0.498
"Temsirolimus (CCI-779_ NSC 683864)_5","Temsirolimus (CCI-779_ NSC 683864)",67,"D01","yP516_LT1","C11",98.382,"CV1",-0.743,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",1.212,0.514
"TG003_0.5","TG003",2788,"D13","yP516_LT1","G06",100,"CV1",1.017,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",0.921,0.816
"TG003_5","TG003",2680,"D13","yP516_LT1","D06",96.681,"CV1",-0.425,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",0.344,1
"TG100-115_0.5","TG100-115",850,"D04","yP516_LT1","G08",100,"CV1",-0.204,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",2.301,0.334
"TG100-115_5","TG100-115",742,"D04","yP516_LT1","D08",67.57,"CV2",-2.605,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",5.843,0
"TGX-221_0.5","TGX-221",637,"D03","yP516_LT1","G09",100,"CV1",0.218,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.127,0.642
"TGX-221_5","TGX-221",529,"D03","yP516_LT1","D09",100,"CV1",0.801,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.972,0.539
"Thiazovivin_0.5","Thiazovivin",859,"D04","yP516_LT1","G11",100,"CV1",0.556,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",2.196,0.333
"Thiazovivin_5","Thiazovivin",751,"D04","yP516_LT1","D11",96.638,"CV1",-0.644,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",1.269,0.491
"TIC10 Analogue_0.5","TIC10 Analogue",2500,"D12","yP516_LT1","E06",70.938,"CV2",-3.826,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",4.044,0.165
"TIC10 Analogue_5","TIC10 Analogue",2392,"D12","yP516_LT1","B06",88.884,"CV1",-1.573,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",3.024,0.175
"Tideglusib_0.5","Tideglusib",2098,"D10","yP516_LT1","F04",81.385,"CV1",-1.516,"0.5","No","GSK-3","Wnt","D10","DMSO_0uM",2.509,0.166
"Tideglusib_5","Tideglusib",1990,"D10","yP516_LT1","C04",86.798,"CV1",-1.089,"5","No","GSK-3","Wnt","D10","DMSO_0uM",1.052,1
"Tofacitinib (CP-690550_Tasocitinib)_0.5","Tofacitinib (CP-690550_Tasocitinib)",1897,"D09","yP516_LT1","F09",99.47,"CV1",-0.032,"0.5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",0.281,1
"Tofacitinib (CP-690550_Tasocitinib)_5","Tofacitinib (CP-690550_Tasocitinib)",1789,"D09","yP516_LT1","C09",81.669,"CV1",-1.53,"5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",2.237,0.324
"Tofacitinib (CP-690550) Citrate_0.5","Tofacitinib (CP-690550) Citrate",2317,"D11","yP516_LT1","F05",84.646,"CV1",-1.531,"0.5","No","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",3.546,0
"Tofacitinib (CP-690550) Citrate_5","Tofacitinib (CP-690550) Citrate",2209,"D11","yP516_LT1","C05",82.291,"CV1",-1.778,"5","No","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",3.154,0
"Torin 2_0.5","Torin 2",2131,"D10","yP516_LT1","G03",96.43,"CV1",-0.328,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D10","DMSO_0uM",0.824,1
"Torin 2_5","Torin 2",2023,"D10","yP516_LT1","D03",22.255,"LC",-6.187,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D10","DMSO_0uM",31.403,0
"Torkinib (PP242)_0.5","Torkinib (PP242)",1291,"D06","yP516_LT1","G11",71.401,"CV2",-1.755,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D06","DMSO_0uM",7.969,0
"Torkinib (PP242)_5","Torkinib (PP242)",1183,"D06","yP516_LT1","D11",67.668,"CV2",-1.986,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D06","DMSO_0uM",7.013,0
"Tozasertib (VX-680_ MK-0457)_0.5","Tozasertib (VX-680_ MK-0457)",211,"D01","yP516_LT1","G11",100,"CV1",1.115,"0.5","No","AUK","Cell cycle progression","D01","DMSO_0uM",0.894,0.507
"Tozasertib (VX-680_ MK-0457)_5","Tozasertib (VX-680_ MK-0457)",103,"D01","yP516_LT1","D11",65.554,"CV2",-3.923,"5","No","AUK","Cell cycle progression","D01","DMSO_0uM",6.926,0.173
"TPCA-1_0.5","TPCA-1",2134,"D10","yP516_LT1","G04",67.719,"CV2",-2.596,"0.5","No","IKK","NFkB","D10","DMSO_0uM",2.693,0.166
"TPCA-1_5","TPCA-1",2026,"D10","yP516_LT1","D04",75.595,"CV2",-1.974,"5","No","IKK","NFkB","D10","DMSO_0uM",2.418,0.141
"Trametinib (GSK1120212)_0.5","Trametinib (GSK1120212)",1666,"D08","yP516_LT1","F04",81.348,"CV1",-2.04,"0.5","No","MAPK/ERK","MAPK/ERK","D08","DMSO_0uM",3.469,0
"Trametinib (GSK1120212)_5","Trametinib (GSK1120212)",1558,"D08","yP516_LT1","C04",40.711,"LC",-6.346,"5","Yes","MAPK/ERK","MAPK/ERK","D08","DMSO_0uM",14.457,0
"Triciribine_0.5","Triciribine",622,"D03","yP516_LT1","G04",81.788,"CV1",-0.57,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.519,0.649
"Triciribine_5","Triciribine",514,"D03","yP516_LT1","D04",32.386,"CV2",-2.423,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",7.298,0
"TWS119_0.5","TWS119",1234,"D06","yP516_LT1","F04",98.969,"CV1",-0.049,"0.5","No","GSK-3","Wnt","D06","DMSO_0uM",1.855,0.498
"TWS119_5","TWS119",1126,"D06","yP516_LT1","C04",91.501,"CV1",-0.511,"5","No","GSK-3","Wnt","D06","DMSO_0uM",4.185,0
"U0126-EtOH_0.5","U0126-EtOH",388,"D02","yP516_LT1","F10",98.353,"CV1",-0.042,"0.5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",1.143,0.67
"U0126-EtOH_5","U0126-EtOH",280,"D02","yP516_LT1","C10",63.45,"CV2",-3.888,"5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",8.258,0
"Ulixertinib (BVD-523_ VRT752271)_0.5","Ulixertinib (BVD-523_ VRT752271)",3178,"D15","yP516_LT1","F04",69.265,"CV2",-1.698,"0.5","No","MAPK/ERK","MAPK/ERK","D15","DMSO_0uM",2.891,0.17
"Ulixertinib (BVD-523_ VRT752271)_5","Ulixertinib (BVD-523_ VRT752271)",3070,"D15","yP516_LT1","C04",69.255,"CV2",-1.698,"5","No","MAPK/ERK","MAPK/ERK","D15","DMSO_0uM",4.431,0.159
"Uprosertib (GSK2141795)_0.5","Uprosertib (GSK2141795)",2800,"D13","yP516_LT1","G10",96.023,"CV1",-0.473,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",2.044,0.182
"Uprosertib (GSK2141795)_5","Uprosertib (GSK2141795)",2692,"D13","yP516_LT1","D10",73.92,"CV2",-2.09,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",2.678,0.165
"URMC-099_0.5","URMC-099",2755,"D13","yP516_LT1","F07",87.251,"CV1",-1.115,"0.5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",1.498,0.845
"URMC-099_5","URMC-099",2647,"D13","yP516_LT1","C07",88.844,"CV1",-0.998,"5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",1.383,0.824
"Vacquinol-1_0.5","Vacquinol-1",2998,"D14","yP516_LT1","G04",96.109,"CV1",-0.372,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D14","DMSO_0uM",1.391,0.338
"Vacquinol-1_5","Vacquinol-1",2890,"D14","yP516_LT1","D04",84.234,"CV1",-1.249,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D14","DMSO_0uM",0.79,0.821
"VE-821_0.5","VE-821",3160,"D15","yP516_LT1","E10",100,"CV1",-0.301,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D15","DMSO_0uM",0.547,0.834
"VE-821_5","VE-821",3052,"D15","yP516_LT1","B10",92.531,"CV1",-0.698,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D15","DMSO_0uM",2.502,0.339
"VE-822_0.5","VE-822",2530,"D12","yP516_LT1","F04",76.231,"CV2",-3.162,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D12","DMSO_0uM",2.322,0.17
"VE-822_5","VE-822",2422,"D12","yP516_LT1","C04",8.848,"LC",-11.621,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D12","DMSO_0uM",68.304,0
"Vemurafenib (PLX4032_ RG7204)_0.5","Vemurafenib (PLX4032_ RG7204)",811,"D04","yP516_LT1","F07",100,"HI",1.221,"0.5","No","MAPK/ERK","MAPK/ERK","D04","DMSO_0uM",1.434,0.514
"Vemurafenib (PLX4032_ RG7204)_5","Vemurafenib (PLX4032_ RG7204)",703,"D04","yP516_LT1","C07",100,"CV1",-0.381,"5","No","MAPK/ERK","MAPK/ERK","D04","DMSO_0uM",0.925,0.676
"Vistusertib (AZD2014)_0.5","Vistusertib (AZD2014)",1930,"D09","yP516_LT1","G08",92.971,"CV1",-0.579,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",0.382,1
"Vistusertib (AZD2014)_5","Vistusertib (AZD2014)",1822,"D09","yP516_LT1","D08",66.597,"CV2",-2.798,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",3.867,0
"Volasertib (BI 6727)_0.5","Volasertib (BI 6727)",1417,"D07","yP516_LT1","E05",7.724,"LC",-10.064,"0.5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D07","DMSO_0uM",85.436,0
"Volasertib (BI 6727)_5","Volasertib (BI 6727)",1309,"D07","yP516_LT1","B05",21.661,"LC",-8.565,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D07","DMSO_0uM",31.131,0
"Voxtalisib (SAR245409_ XL765) Analogue_0.5","Voxtalisib (SAR245409_ XL765) Analogue",1024,"D05","yP516_LT1","F06",81.411,"CV1",-1.351,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",2.712,0.152
"Voxtalisib (SAR245409_ XL765) Analogue_5","Voxtalisib (SAR245409_ XL765) Analogue",916,"D05","yP516_LT1","C06",100,"CV1",-0.107,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",2.134,0.312
"VPS34-IN1_0.5","VPS34-IN1",3154,"D15","yP516_LT1","E08",92.971,"CV1",-0.679,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",0.491,1
"VPS34-IN1_5","VPS34-IN1",3046,"D15","yP516_LT1","B08",40.341,"LC",-2.94,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",17.418,0
"VS-5584 (SB2343)_0.5","VS-5584 (SB2343)",2359,"D11","yP516_LT1","G07",91.863,"CV1",-0.771,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",2.006,0.355
"VS-5584 (SB2343)_5","VS-5584 (SB2343)",2251,"D11","yP516_LT1","D07",35.733,"LC",-6.675,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D11","DMSO_0uM",23.006,0
"VX-11e_0.5","VX-11e",3010,"D14","yP516_LT1","G08",86.359,"CV1",-1.092,"0.5","No","MAPK/ERK","MAPK/ERK","D14","DMSO_0uM",0.253,1
"VX-11e_5","VX-11e",2902,"D14","yP516_LT1","D08",37.301,"LC",-4.719,"5","Yes","MAPK/ERK","MAPK/ERK","D14","DMSO_0uM",10.476,0
"VX-702_0.5","VX-702",2284,"D11","yP516_LT1","E06",79.262,"CV2",-2.097,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",2.391,0.156
"VX-702_5","VX-702",2176,"D11","yP516_LT1","B06",77.892,"CV2",-2.241,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",1.889,0.307
"VX-745_0.5","VX-745",823,"D04","yP516_LT1","F11",100,"CV1",0.749,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D04","DMSO_0uM",0.73,0.825
"VX-745_5","VX-745",715,"D04","yP516_LT1","C11",100,"CV1",0.121,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D04","DMSO_0uM",0.339,1
"WAY-600_0.5","WAY-600",1639,"D08","yP516_LT1","E07",94.203,"CV1",-0.678,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D08","DMSO_0uM",4.199,0
"WAY-600_5","WAY-600",1531,"D08","yP516_LT1","B07",66.914,"CV2",-3.569,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D08","DMSO_0uM",15.769,0
"WH-4-023_0.5","WH-4-023",3001,"D14","yP516_LT1","G05",100,"CV1",0.925,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",1.517,0.311
"WH-4-023_5","WH-4-023",2893,"D14","yP516_LT1","D05",99.93,"CV1",-0.089,"5","No","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",0.549,0.856
"WP1066_0.5","WP1066",1864,"D09","yP516_LT1","E10",94.082,"CV1",-0.486,"0.5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",1.802,0.519
"WP1066_5","WP1066",1756,"D09","yP516_LT1","B10",100,"CV1",0.391,"5","No","JAK/STAT/Pim","JAK/STAT","D09","DMSO_0uM",0.547,1
"WYE-125132 (WYE-132)_0.5","WYE-125132 (WYE-132)",1627,"D08","yP516_LT1","E03",100,"CV1",1.664,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D08","DMSO_0uM",5.421,0
"WYE-125132 (WYE-132)_5","WYE-125132 (WYE-132)",1519,"D08","yP516_LT1","B03",61.262,"CV2",-4.168,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D08","DMSO_0uM",11.578,0
"WYE-354_0.5","WYE-354",775,"D04","yP516_LT1","E07",100,"CV1",-0.297,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",1.495,0.496
"WYE-354_5","WYE-354",667,"D04","yP516_LT1","B07",59.046,"CV2",-3.18,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",5.418,0
"WZ4003_0.5","WZ4003",2785,"D13","yP516_LT1","G05",98.155,"CV1",-0.317,"0.5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",0.921,0.84
"WZ4003_5","WZ4003",2677,"D13","yP516_LT1","D05",98.499,"CV1",-0.292,"5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",1.636,0.663
"XL019_0.5","XL019",2362,"D11","yP516_LT1","G08",96.09,"CV1",-0.327,"0.5","No","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",1.25,0.683
"XL019_5","XL019",2254,"D11","yP516_LT1","D08",82.65,"CV1",-1.741,"5","No","JAK/STAT/Pim","JAK/STAT","D11","DMSO_0uM",1.653,0.333
"XMD8-92_0.5","XMD8-92",2803,"D13","yP516_LT1","G11",100,"CV1",-0.018,"0.5","No","MAPK/ERK","MAPK/ERK","D13","DMSO_0uM",1.071,0.827
