Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
SB415286,1580,D08,yPJF520_LT1,SB415286_5,C11,109.271,CV1,0.945,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2047,D10,yPDB516_LT1,TDZD-8_5,D11,91.674,CV1,-0.703,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2157,D10,yPMK295_LT,TDZD-8_0.5,G11,103.374,CV1,1.739,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2155,D10,yPDB516_LT1,TDZD-8_0.5,G11,106.284,CV1,0.451,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2156,D10,yPJF520_LT1,TDZD-8_0.5,G11,65.362,CV2,-1.957,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2048,D10,yPJF520_LT1,TDZD-8_5,D11,75.638,CV2,-1.414,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TDZD-8,2049,D10,yPMK295_LT,TDZD-8_5,D11,124.824,HI,7.83,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,2098,D10,yPDB516_LT1,Tideglusib_0.5,F04,81.385,CV1,-1.516,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,1992,D10,yPMK295_LT,Tideglusib_5,C04,85.582,CV1,-3.313,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,2099,D10,yPJF520_LT1,Tideglusib_0.5,F04,99.157,CV1,-0.17,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,1990,D10,yPDB516_LT1,Tideglusib_5,C04,86.798,CV1,-1.089,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,1991,D10,yPJF520_LT1,Tideglusib_5,C04,98.651,CV1,-0.196,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
Tideglusib,2100,D10,yPMK295_LT,Tideglusib_0.5,F04,93.401,CV1,-1.093,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1126,D06,yPDB516_LT1,TWS119_5,C04,91.501,CV1,-0.511,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1127,D06,yPJF520_LT1,TWS119_5,C04,84.76,CV1,-1.524,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1235,D06,yPJF520_LT1,TWS119_0.5,F04,90.34,CV1,-0.976,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1234,D06,yPDB516_LT1,TWS119_0.5,F04,98.969,CV1,-0.049,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1128,D06,yPMK295_LT,TWS119_5,C04,91.18,CV1,-0.953,5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
TWS119,1236,D06,yPMK295_LT,TWS119_0.5,F04,92.575,CV1,-0.849,0.5,No hit,PI3K Akt mTOR,GSK-3,GSK-3,Wnt Signalling Pathway
CUDC-907,1780,D09,yPDB516_LT1,CUDC-907_5,C06,0.179,LC,-8.386,5,Hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
CUDC-907,1890,D09,yPMK295_LT,CUDC-907_0.5,F06,51.986,CV2,-6.797,0.5,No hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
CUDC-907,1782,D09,yPMK295_LT,CUDC-907_5,C06,0.266,LC,-14.156,5,Hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
CUDC-907,1889,D09,yPJF520_LT1,CUDC-907_0.5,F06,9.171,LC,-2.838,0.5,Hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
CUDC-907,1781,D09,yPJF520_LT1,CUDC-907_5,C06,0.433,LC,-3.117,5,Hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
CUDC-907,1888,D09,yPDB516_LT1,CUDC-907_0.5,F06,9.149,LC,-7.631,0.5,Hit,Cytoskeletal Signaling,HDAC PI3K,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2712,D13,yPMK295_LT,FRAX597_0.5,E04,87.549,CV1,-8.843,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2711,D13,yPJF520_LT1,FRAX597_0.5,E04,112.305,CV1,1.308,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2603,D13,yPJF520_LT1,FRAX597_5,B04,31.415,LC,-4.763,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2710,D13,yPDB516_LT1,FRAX597_0.5,E04,96.508,CV1,-0.438,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2604,D13,yPMK295_LT,FRAX597_5,B04,28.5,LC,-81.297,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
FRAX597,2602,D13,yPDB516_LT1,FRAX597_5,B04,24.013,LC,-5.741,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2959,D14,yPDB516_LT1,IPA-3_0.5,F03,74.155,CV2,-1.995,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2851,D14,yPDB516_LT1,IPA-3_5,C03,102.648,CV1,0.112,5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2960,D14,yPJF520_LT1,IPA-3_0.5,F03,126.09,HI,1.378,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2961,D14,yPMK295_LT,IPA-3_0.5,F03,94.952,CV1,-0.205,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2853,D14,yPMK295_LT,IPA-3_5,C03,131.676,HI,3.542,5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
IPA-3,2852,D14,yPJF520_LT1,IPA-3_5,C03,71.413,CV2,-1.684,5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2387,D12,yPJF520_LT1,PF-3758309_5,B04,43.926,LC,-4.103,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2495,D12,yPJF520_LT1,PF-3758309_0.5,E04,62.815,CV2,-2.571,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2386,D12,yPDB516_LT1,PF-3758309_5,B04,11.227,LC,-11.322,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2496,D12,yPMK295_LT,PF-3758309_0.5,E04,114.772,CV1,2.305,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2388,D12,yPMK295_LT,PF-3758309_5,B04,44.2,LC,-13.269,5,Hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
PF-3758309,2494,D12,yPDB516_LT1,PF-3758309_0.5,E04,85.887,CV1,-1.95,0.5,No hit,Cytoskeletal Signaling,PAK,HDAC/PAK,Cytoskeletal Signaling
BAY 11-7082,2045,D10,yPJF520_LT1,BAY 11-7082_5,D10,73.323,CV2,-1.536,5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
BAY 11-7082,2152,D10,yPDB516_LT1,BAY 11-7082_0.5,G10,102.613,CV1,0.161,0.5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
BAY 11-7082,2154,D10,yPMK295_LT,BAY 11-7082_0.5,G10,93.787,CV1,-0.983,0.5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
BAY 11-7082,2046,D10,yPMK295_LT,BAY 11-7082_5,D10,88.869,CV1,-2.379,5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
BAY 11-7082,2153,D10,yPJF520_LT1,BAY 11-7082_0.5,G10,97.862,CV1,-0.238,0.5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
BAY 11-7082,2044,D10,yPDB516_LT1,BAY 11-7082_5,D10,104.627,CV1,0.32,5,No hit,NF ?B,E2 conjugating I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2792,D13,yPJF520_LT1,Bay 11-7085_0.5,G07,110.096,CV1,1.143,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2793,D13,yPMK295_LT,Bay 11-7085_0.5,G07,111.316,CV1,20.321,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2791,D13,yPDB516_LT1,Bay 11-7085_0.5,G07,98.316,CV1,-0.306,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2685,D13,yPMK295_LT,Bay 11-7085_5,D07,102.92,CV1,10.018,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2683,D13,yPDB516_LT1,Bay 11-7085_5,D07,110.288,CV1,0.57,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
Bay 11-7085,2684,D13,yPJF520_LT1,Bay 11-7085_5,D07,172.583,HI,5.833,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3415,D16,yPDB516_LT1,BMS-345541_0.5,G04,83.094,CV1,-1.283,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3416,D16,yPJF520_LT1,BMS-345541_0.5,G04,99.503,CV1,-0.468,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3317,D16,yPJF520_LT1,BMS-345541_5,D04,16.161,LC,-10.574,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3417,D16,yPMK295_LT,BMS-345541_0.5,G04,122.985,HI,3.14,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3318,D16,yPMK295_LT,BMS-345541_5,D04,75.153,CV2,-3.173,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BMS-345541,3316,D16,yPDB516_LT1,BMS-345541_5,D04,88.306,CV1,-0.939,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),2107,D10,yPDB516_LT1,IKK-16 (IKK Inhibitor VII)_0.5,F07,84.291,CV1,-1.287,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),2108,D10,yPJF520_LT1,IKK-16 (IKK Inhibitor VII)_0.5,F07,93.482,CV1,-0.47,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),2000,D10,yPJF520_LT1,IKK-16 (IKK Inhibitor VII)_5,C07,7.199,LC,-5.033,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),2109,D10,yPMK295_LT,IKK-16 (IKK Inhibitor VII)_0.5,F07,99.698,CV1,0.695,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),2001,D10,yPMK295_LT,IKK-16 (IKK Inhibitor VII)_5,C07,0.627,LC,-27.434,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IKK-16 (IKK Inhibitor VII),1999,D10,yPDB516_LT1,IKK-16 (IKK Inhibitor VII)_5,C07,73.013,CV2,-2.178,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,1998,D10,yPMK295_LT,IMD 0354_5,C06,2.577,LC,-26.88,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,2104,D10,yPDB516_LT1,IMD 0354_0.5,F06,66.199,CV2,-2.716,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,1997,D10,yPJF520_LT1,IMD 0354_5,C06,1.157,LC,-5.353,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,2106,D10,yPMK295_LT,IMD 0354_0.5,F06,92.491,CV1,-1.351,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,1996,D10,yPDB516_LT1,IMD 0354_5,C06,0.34,LC,-7.919,5,Hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
IMD 0354,2105,D10,yPJF520_LT1,IMD 0354_0.5,F06,103.01,CV1,0.034,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2175,D11,yPMK295_LT,SC-514_5,B05,93.462,CV1,-0.904,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2283,D11,yPMK295_LT,SC-514_0.5,E05,89.902,CV1,-1.432,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2282,D11,yPJF520_LT1,SC-514_0.5,E05,83.473,CV1,-0.939,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2281,D11,yPDB516_LT1,SC-514_0.5,E05,69.99,CV2,-3.072,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2173,D11,yPDB516_LT1,SC-514_5,B05,71.53,CV2,-2.91,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
SC-514,2174,D11,yPJF520_LT1,SC-514_5,B05,62.644,CV2,-2.431,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2136,D10,yPMK295_LT,TPCA-1_0.5,G04,115.011,CV1,5.043,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2028,D10,yPMK295_LT,TPCA-1_5,D04,96.538,CV1,-0.202,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2134,D10,yPDB516_LT1,TPCA-1_0.5,G04,67.719,CV2,-2.596,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2026,D10,yPDB516_LT1,TPCA-1_5,D04,75.595,CV2,-1.974,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2027,D10,yPJF520_LT1,TPCA-1_5,D04,120.991,HI,0.985,5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
TPCA-1,2135,D10,yPJF520_LT1,TPCA-1_0.5,G04,65.37,CV2,-1.957,0.5,No hit,NF ?B,I?B IKK,IKK,NK-Kappa B Signaling Pathway
BX-795,848,D04,yPJF520_LT1,BX-795_0.5,G07,130.457,HI,1.113,0.5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
BX-795,849,D04,yPMK295_LT,BX-795_0.5,G07,73.223,CV2,-3.364,0.5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
BX-795,847,D04,yPDB516_LT1,BX-795_0.5,G07,115.591,CV1,0.635,0.5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
BX-795,739,D04,yPDB516_LT1,BX-795_5,D07,77.183,CV2,-1.957,5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
BX-795,740,D04,yPJF520_LT1,BX-795_5,D07,86.209,CV1,0.108,5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
BX-795,741,D04,yPMK295_LT,BX-795_5,D07,86.715,CV1,-1.63,5,No hit,PI3K Akt mTOR,I?B IKK PDK,IKK,NK-Kappa B Signaling Pathway
AZ 960,1111,D06,yPDB516_LT1,AZ 960_5,B11,71.859,CV2,-1.727,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZ 960,1220,D06,yPJF520_LT1,AZ 960_0.5,E11,76.011,CV2,-2.384,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZ 960,1112,D06,yPJF520_LT1,AZ 960_5,B11,44.029,LC,-5.526,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZ 960,1221,D06,yPMK295_LT,AZ 960_0.5,E11,89.52,CV1,-1.078,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZ 960,1113,D06,yPMK295_LT,AZ 960_5,B11,47.626,LC,-4.221,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZ 960,1219,D06,yPDB516_LT1,AZ 960_0.5,E11,98.489,CV1,-0.079,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1101,D06,yPMK295_LT,AZD1480_5,B07,72.838,CV2,-2.329,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1208,D06,yPJF520_LT1,AZD1480_0.5,E07,80.462,CV1,-1.947,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1207,D06,yPDB516_LT1,AZD1480_0.5,E07,96.603,CV1,-0.196,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1100,D06,yPJF520_LT1,AZD1480_5,B07,41.545,LC,-5.77,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1099,D06,yPDB516_LT1,AZD1480_5,B07,61.468,CV2,-2.37,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
AZD1480,1209,D06,yPMK295_LT,AZD1480_0.5,E07,109.909,CV1,0.452,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1937,D09,yPJF520_LT1,CEP-33779_0.5,G10,131.407,HI,1.071,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1829,D09,yPJF520_LT1,CEP-33779_5,D10,124.817,HI,0.86,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1828,D09,yPDB516_LT1,CEP-33779_5,D10,120.999,HI,1.779,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1830,D09,yPMK295_LT,CEP-33779_5,D10,84.843,CV1,-2.122,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1938,D09,yPMK295_LT,CEP-33779_0.5,G10,99.644,CV1,-0.016,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
CEP-33779,1936,D09,yPDB516_LT1,CEP-33779_0.5,G10,126.469,HI,2.239,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2964,D14,yPMK295_LT,Decernotinib (VX-509)_0.5,F04,100.68,CV1,0.379,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2856,D14,yPMK295_LT,Decernotinib (VX-509)_5,C04,93.161,CV1,-0.388,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2854,D14,yPDB516_LT1,Decernotinib (VX-509)_5,C04,97.345,CV1,-0.28,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2963,D14,yPJF520_LT1,Decernotinib (VX-509)_0.5,F04,66.7,CV2,-1.948,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2962,D14,yPDB516_LT1,Decernotinib (VX-509)_0.5,F04,85.381,CV1,-1.165,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Decernotinib (VX-509),2855,D14,yPJF520_LT1,Decernotinib (VX-509)_5,C04,61.06,CV2,-2.264,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1737,D09,yPMK295_LT,Fedratinib (SAR302503_ TG101348)_5,B03,13.894,LC,-12.217,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1844,D09,yPJF520_LT1,Fedratinib (SAR302503_ TG101348)_0.5,E03,93.495,CV1,-0.141,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1843,D09,yPDB516_LT1,Fedratinib (SAR302503_ TG101348)_0.5,E03,81.472,CV1,-1.547,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1735,D09,yPDB516_LT1,Fedratinib (SAR302503_ TG101348)_5,B03,72.066,CV2,-2.338,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1736,D09,yPJF520_LT1,Fedratinib (SAR302503_ TG101348)_5,B03,2.291,LC,-3.058,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Fedratinib (SAR302503_ TG101348),1845,D09,yPMK295_LT,Fedratinib (SAR302503_ TG101348)_0.5,E03,81.906,CV1,-2.54,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),3005,D14,yPJF520_LT1,Filgotinib (GLPG0634)_0.5,G06,71.293,CV2,-1.691,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),3004,D14,yPDB516_LT1,Filgotinib (GLPG0634)_0.5,G06,95.823,CV1,-0.393,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),2897,D14,yPJF520_LT1,Filgotinib (GLPG0634)_5,D06,45.577,LC,-3.131,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),2896,D14,yPDB516_LT1,Filgotinib (GLPG0634)_5,D06,109.757,CV1,0.637,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),2898,D14,yPMK295_LT,Filgotinib (GLPG0634)_5,D06,97.027,CV1,0.006,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Filgotinib (GLPG0634),3006,D14,yPMK295_LT,Filgotinib (GLPG0634)_0.5,G06,117.189,CV1,2.064,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1280,D06,yPJF520_LT1,Gandotinib (LY2784544)_0.5,G07,108.513,CV1,0.809,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1172,D06,yPJF520_LT1,Gandotinib (LY2784544)_5,D07,20.603,LC,-7.828,5,Hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1281,D06,yPMK295_LT,Gandotinib (LY2784544)_0.5,G07,95.455,CV1,-0.632,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1279,D06,yPDB516_LT1,Gandotinib (LY2784544)_0.5,G07,83.447,CV1,-1.01,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1171,D06,yPDB516_LT1,Gandotinib (LY2784544)_5,D07,69.616,CV2,-1.865,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Gandotinib (LY2784544),1173,D06,yPMK295_LT,Gandotinib (LY2784544)_5,D07,61.174,CV2,-3.204,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1412,D07,yPJF520_LT1,Momelotinib (CYT387)_0.5,E03,69.834,CV2,-1.315,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1304,D07,yPJF520_LT1,Momelotinib (CYT387)_5,B03,64.252,CV2,-1.588,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1411,D07,yPDB516_LT1,Momelotinib (CYT387)_0.5,E03,72.739,CV2,-3.075,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1413,D07,yPMK295_LT,Momelotinib (CYT387)_0.5,E03,78.385,CV2,-2.779,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1305,D07,yPMK295_LT,Momelotinib (CYT387)_5,B03,108.943,CV1,0.795,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
Momelotinib (CYT387),1303,D07,yPDB516_LT1,Momelotinib (CYT387)_5,B03,61.217,CV2,-4.314,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
NVP-BSK805 2HCl,1564,D08,yPDB516_LT1,NVP-BSK805 2HCl_5,C06,67.752,CV2,-3.481,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
NVP-BSK805 2HCl,1566,D08,yPMK295_LT,NVP-BSK805 2HCl_5,C06,68.837,CV2,-4.552,5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
NVP-BSK805 2HCl,1673,D08,yPJF520_LT1,NVP-BSK805 2HCl_0.5,F06,86.131,CV1,-1.158,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
NVP-BSK805 2HCl,1672,D08,yPDB516_LT1,NVP-BSK805 2HCl_0.5,F06,96.856,CV1,-0.396,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
NVP-BSK805 2HCl,1674,D08,yPMK295_LT,NVP-BSK805 2HCl_0.5,F06,97.15,CV1,-0.396,0.5,No hit,JAK STAT,JAK,JAK/STAT/Pim,JAK/STAT PATHWAY
